customerid,actual_churn,predicted_churn,churn_probability,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,cltv,risk_segment,expected_monthly_revenue_at_risk,expected_annual_revenue_at_risk,retention_priority_score,priority_group
7853-WNZSY,0,0,0.42192346,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,5809,Low Risk,8.332988306879997,99.99585968255997,2450.9533708691597,Critical Priority
0390-DCFDQ,1,1,0.5294798,Female,Yes,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,3964,Medium Risk,37.30185202658176,447.6222243189811,2098.8579337596893,Critical Priority
6421-SZVEM,0,0,0.023434667,Female,No,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,5802,Low Risk,1.9415621540509163,23.298745848610995,135.96793745085597,Low Priority
3094-JOJAI,0,0,0.38142428,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,2643,Low Risk,28.28261021524668,339.3913225829602,1008.1043668091297,High Priority
4873-ILOLJ,1,1,0.54183286,Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,2238.5,5546,Medium Risk,48.95459928810596,587.4551914572716,3005.0050653219223,Critical Priority
8181-YHCMF,0,0,0.03915283,Female,No,Yes,No,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,4864,Low Risk,2.3609156996011733,28.330988395214078,190.43936920166016,Medium Priority
3324-OIRTO,0,0,0.019080436,Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,6101,Low Risk,1.9967676124535503,23.961211349442603,116.40973916463554,Low Priority
9135-HSWOC,0,0,0.0040575857,Male,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,5431,Low Risk,0.07993443883024155,0.9592132659628987,22.036748085636646,Low Priority
2272-WUSPA,0,0,0.08289415,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,4848,Low Risk,9.180526718497276,110.16632062196732,401.8708219528198,Medium Priority
4627-MIHJH,0,0,0.10028773,Female,Yes,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7467.55,4948,Low Risk,11.056722013279796,132.68066415935755,496.223678201437,Medium Priority
3896-RCYYE,0,0,0.17266999,Female,No,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,5990,Low Risk,9.220577564835548,110.64693077802657,1034.2932511866093,High Priority
6729-GDNGC,0,0,0.367485,Female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,1614.2,3111,Low Risk,29.65603843331337,355.87246119976044,1143.2457938790321,High Priority
9945-PSVIP,0,0,0.006762166,Female,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.7,383.65,2289,Low Risk,0.12645250498317182,1.5174300597980617,15.478598069865257,Low Priority
4137-JOPHL,0,0,0.074886814,Female,No,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,5306,Low Risk,6.7173471942543985,80.60816633105279,397.3494338095188,Medium Priority
2720-FVBQP,0,0,0.2156145,Female,No,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,3061,Low Risk,10.55432966053486,126.65195592641831,659.9959773421288,Medium Priority
7854-EKTJL,1,0,0.16343153,Female,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,35.85,2843,Low Risk,3.2032578945159913,38.4390947341919,464.63582623004913,Medium Priority
1133-KXCGE,0,0,0.039310645,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,2910,Low Risk,0.7901439707726241,9.48172764927149,114.39397785812616,Low Priority
6048-QBXKL,0,1,0.51476324,Female,Yes,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,2069,Medium Risk,29.109860998392104,349.31833198070524,1065.0451353788376,High Priority
6338-AVWCY,1,1,0.55931145,Male,No,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,4710,Medium Risk,22.456354698538778,269.47625638246535,2634.3569272756577,Critical Priority
0013-MHZWF,0,0,0.11891712,Female,No,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,5108,Low Risk,8.252848300337792,99.0341796040535,607.4286616444588,Medium Priority
9804-ICWBG,1,1,0.8160029,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,3349,High Risk,57.03860308527947,684.4632370233536,2732.7937300801277,Critical Priority
2368-GAKKQ,0,0,0.09250876,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,7939.25,6424,Low Risk,10.51362092345953,126.16345108151437,594.2762939929962,Medium Priority
4829-AUOAX,1,0,0.44287977,Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,2712,Low Risk,42.538601545989515,510.4632185518742,1201.0899260044098,High Priority
7876-BEUTG,0,0,0.33583546,Female,No,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,720.1,2577,Low Risk,16.388770294189452,196.66524353027341,865.4479722976685,High Priority
6349-JDHQP,0,0,0.020588305,Female,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1049.6,6338,Low Risk,0.40867785122245553,4.904134214669466,130.48867612332106,Low Priority
3063-QFSZL,1,1,0.6738807,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,2294,Medium Risk,37.33299057483673,447.99588689804074,1545.8823173046112,High Priority
9142-XMYJH,0,0,0.07757131,Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.35,601.6,5227,Low Risk,1.5010048504918814,18.012058205902576,405.4652379080653,Medium Priority
2609-IAICY,1,1,0.85856795,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.15,77.15,2756,High Risk,66.23851758241653,794.8622109889984,2366.213278770447,Critical Priority
8626-PTQGE,0,0,0.028256387,Male,No,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,5388,Low Risk,1.6967960104346274,20.36155212521553,152.24541056156158,Low Priority
0230-UBYPQ,0,0,0.04443068,Male,Yes,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,5089,Low Risk,1.6039475686848164,19.247370824217796,226.10773343592882,Medium Priority
6814-ZPWFQ,0,0,0.033713564,Male,Yes,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.0,1260.7,5896,Low Risk,0.8428391069173813,10.114069283008575,198.7751749753952,Medium Priority
5921-NGYRH,0,0,0.21541676,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,5018,Low Risk,15.84390264302492,190.12683171629905,1080.961297929287,High Priority
7803-XOCCZ,0,0,0.048960987,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,6099,Low Risk,4.115170997567475,49.3820519708097,298.61306263133883,Medium Priority
1459-QNFQT,0,0,0.03495282,Male,No,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,4031,Low Risk,2.0796927511692047,24.956313014030457,140.8948147892952,Low Priority
3948-FVVRP,0,0,0.08372681,Male,No,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.8,452.8,2848,Low Risk,4.588229101896286,55.05874922275544,238.45395040512085,Medium Priority
0923-PNFUB,1,1,0.6366799,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,4852,Medium Risk,53.32194060087204,639.8632872104645,3089.1708154678345,Critical Priority
4654-ULTTN,0,0,0.03377569,Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.8,5315.8,6447,Low Risk,2.526421682536602,30.31706019043922,217.7518795095384,Medium Priority
5628-FCGYG,0,1,0.6163547,Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,4649,Medium Risk,51.83543059825897,622.0251671791076,2865.4330184459686,Critical Priority
0506-LVNGN,1,1,0.6014154,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,4028,Medium Risk,45.436933147907254,545.243197774887,2422.501214027405,Critical Priority
4329-YPDDQ,0,1,0.45560452,Male,No,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,2102,Medium Risk,49.296409434080125,591.5569132089615,957.6807082295418,High Priority
9866-OCCKE,0,0,0.051980134,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,6010,Low Risk,5.7048197174444795,68.45783660933375,312.40060593932867,Medium Priority
0794-YVSGE,0,0,0.0021981052,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,5265,Low Risk,0.04462153580971062,0.5354584297165275,11.573023942764848,Low Priority
4342-HENTK,1,1,0.6898658,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,2189,Medium Risk,48.739020717144015,584.8682486057282,1510.11629652977,High Priority
5934-TSSAU,0,0,0.079947054,Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,5903,Low Risk,6.0200131952762606,72.24015834331513,471.927462041378,Medium Priority
9986-BONCE,1,0,0.1419864,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,85.5,5822,Low Risk,2.9746150776743887,35.69538093209266,826.6448201537132,High Priority
5301-GAUUY,1,0,0.38463438,Male,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,5974,Low Risk,30.905372077226637,370.8644649267196,2297.80575966835,Critical Priority
0725-CXOTM,0,0,0.090766035,Female,No,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,3348.1,4844,Low Risk,8.137175039574505,97.64610047489406,439.67067363858223,Medium Priority
2843-CQMEG,0,0,0.20389418,Male,No,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.7,1218.25,2911,Low Risk,10.133540897071363,121.60249076485636,593.5359668284655,Medium Priority
5600-PDUJF,0,0,0.28409025,Male,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,5552,Low Risk,14.062467411160469,168.74960893392563,1577.2690720558167,High Priority
4500-HKANN,0,0,0.051429417,Male,No,Yes,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,3464,Low Risk,3.0703361939638856,36.844034327566625,178.1515004336834,Medium Priority
1862-QRWPE,0,0,0.0234461,Female,No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,4124,Low Risk,0.4841619615443051,5.809943538531661,96.6917157098651,Low Priority
2155-AMQRX,0,0,0.19079626,Female,No,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,2885,Low Risk,10.474714457988739,125.69657349586487,550.4471987485886,Medium Priority
0823-HSCDJ,1,0,0.3480988,Male,Yes,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,5597,Low Risk,17.109056732058523,205.3086807847023,1948.3090646862984,Critical Priority
4090-KPJIP,0,1,0.7378299,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,212.4,3641,High Risk,55.300352776050566,663.6042333126068,2686.438751935959,Critical Priority
2737-YNGYW,1,1,0.67623353,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,2856,Medium Risk,54.470610845088956,653.6473301410674,1931.322961807251,Critical Priority
5619-XZZKR,0,0,0.06638528,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,68.2,2195,Low Risk,1.3243862684816121,15.892635221779345,145.71568217128515,Low Priority
6047-YHPVI,1,0,0.34816495,Male,No,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,2454,Low Risk,24.26709672510624,291.20516070127485,854.3967770934105,High Priority
8375-DKEBR,1,1,0.83493775,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,3438,High Risk,58.11166749000549,697.3400098800658,2870.515988945961,Critical Priority
7729-XBTWX,0,0,0.0050312825,Male,No,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1344.5,4485,Low Risk,0.09936783032026142,1.192413963843137,22.5653022271581,Low Priority
4983-CLMLV,0,1,0.4769225,Female,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,4044,Medium Risk,48.97994198799133,587.759303855896,1928.674638748169,Critical Priority
9227-LUNBG,1,1,0.64331806,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,5768,Medium Risk,15.825624203681947,189.90749044418337,3710.658553123474,Critical Priority
2758-RNWXS,0,0,0.12958603,Male,No,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.2,3251.3,4446,Low Risk,11.559073525667191,138.7088823080063,576.1394719183445,Medium Priority
7055-HNEOJ,0,0,0.38116404,Male,No,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,2662,Low Risk,21.268953663110732,255.22744395732877,1014.6586855053902,High Priority
7134-MJPDY,0,0,0.23475507,Female,Yes,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,5569,Low Risk,24.144558848440646,289.7347061812877,1307.3509793579578,High Priority
4560-WQAQW,0,0,0.04664207,Female,No,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,4244,Low Risk,3.2043101247400045,38.451721496880054,197.94893987476826,Medium Priority
8532-UEFWH,0,0,0.005139877,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,4676,Low Risk,0.13235183502547443,1.5882220203056931,24.034065265208483,Low Priority
8541-QVFKM,0,1,0.6869742,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,5777,Medium Risk,50.49260571599007,605.9112685918808,3968.6501118540764,Critical Priority
7129-ACFOG,0,0,0.44496074,Female,No,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,2182,Low Risk,23.938887983560562,287.26665580272675,970.9043416380882,High Priority
2495-INZWQ,1,1,0.6340957,Male,No,No,No,4,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.55,174.3,5605,Medium Risk,28.248964700102803,338.98757640123364,3554.1065576672554,Critical Priority
0263-FJTQO,0,0,0.0072241984,Male,No,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,4022,Low Risk,0.50930598936975,6.111671872437,29.05572608858347,Low Priority
0181-RITDD,0,0,0.011506261,Male,No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,5298,Low Risk,1.2444021600298585,14.932825920358301,60.96017238870263,Low Priority
8241-JUIQO,0,0,0.02250813,Female,No,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.45,1336.35,4559,Low Risk,0.4377831183373928,5.253397420048714,102.61456228792667,Low Priority
0913-XWSCN,0,0,0.057474263,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,6411,Low Risk,4.9140494875609875,58.96859385073185,368.46750017255545,Medium Priority
2159-TURXX,0,0,0.14877172,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,95.55,2483,Low Risk,2.982872948795557,35.79447538554669,369.40017615258694,Medium Priority
6461-PPAXN,0,0,0.062797785,Female,No,Yes,No,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916.0,4858,Low Risk,3.4507382750511173,41.40885930061341,305.07163858413696,Medium Priority
1452-KIOVK,0,0,0.14396818,Male,No,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1,1949.4,4459,Low Risk,12.827564822137354,153.93077786564825,641.9541138261557,Medium Priority
1139-WUOAH,0,0,0.048851654,Male,No,No,No,57,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,5461,Low Risk,2.6062357373535634,31.274828848242763,266.7788821309805,Medium Priority
3207-OYBWH,1,0,0.40774396,Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,6259,Low Risk,38.83761224895716,466.0513469874859,2552.0694495141506,Critical Priority
8347-GDTMP,0,0,0.014595664,Female,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1225.65,5113,Low Risk,0.2838856668677181,3.406628002412617,74.62763057556003,Low Priority
9909-DFRJA,0,0,0.13084692,Female,No,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,3834,Low Risk,12.54167705476284,150.50012465715406,501.6670821905136,Medium Priority
6383-ZTSIW,0,0,0.15126999,Female,Yes,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,99.1,3877.95,4599,Low Risk,14.990855734050273,179.89026880860328,695.6906712502241,Medium Priority
5438-QMDDL,0,0,0.30401883,Female,No,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,3652,Low Risk,18.180325752496717,218.16390902996062,1110.2767499685287,High Priority
8914-RBTSB,1,1,0.51606476,Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,4115,Medium Risk,48.406874775886536,580.8824973106384,2123.606500029564,Critical Priority
6164-HXUGH,0,0,0.066464774,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,119.3,5060,Low Risk,1.3193257700651886,15.831909240782263,336.3117580115795,Medium Priority
6900-RBKER,0,0,0.11582262,Male,No,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,5386,Low Risk,10.360333420708775,124.3240010485053,623.820635035634,Medium Priority
